Nomination ID,SurveyName,Official School Name,District or CMO,School City,School State,Reason for nominating,Canopy School ID,CanopyID (from Official School Name),Portal Publicly disclosable nominator org
Nominator_2020-11_The Center for Learner Equity_CHIME Institute's Schwarzenegger Community,Nominator_2020-11,CHIME Institute's Schwarzenegger Community,Chime Institute's Schwarzenegger Community District,Northridge,CA,"CHIME's academic model ensures all students are taught in a way that enhances their stregnths while also addressing their learning needs. Their approach to teaching is fully inclsuive, allowing both students with IEPs and without to learn side-by-side with the same high expectations.",410,410,The Center for Learner Equity
Nominator_2022-11_The Center for Learner Equity_Tomorrow's Leadership Collaborative (TLC) Charter,Nominator_2022-11,Tomorrow's Leadership Collaborative (TLC) Charter,Orange County Department of Education,Orange,CA,Universal accommodations and a co-teaching model are two of the essential elements for TLC's educational approach. All teachers receive professional development and on-going coaching and feedback related to their co-teaching practice. The school also offers accommodations to all as a general practice and provides specific services through push-ins to general education classrooms.,411,411,The Center for Learner Equity
Nominator_2020-11_The Center for Learner Equity_Tomorrow's Leadership Collaborative (TLC) Charter,Nominator_2020-11,Tomorrow's Leadership Collaborative (TLC) Charter,Tomorrow's Leadership Collaborative (tlc) Charter District,Orange,CA,TLC takes a unique approach to serving all students well by ensuring that academic content is delivered in line with their students' interests. All students are challenged and supporting in reaching high expectations academically.,411,411,The Center for Learner Equity
Nominator_2021-12_Center on Reinventing Public Education_Renaissance Arts Academy,Nominator_2021-12,Renaissance Arts Academy,LAUSD,Los Angeles,CA,"multi-age; performing arts; open-plan; ""ensemble"" learning; see: https://www.the74million.org/article/a-school-built-on-stagecraft-los-angeles-performing-arts-program-boasts-dance-music-and-outstanding-special-ed/",412,412,Center on Reinventing Public Education
Nominator_2020-11_The Center for Learner Equity_Renaissance Arts Academy,Nominator_2020-11,Renaissance Arts Academy,LAUSD Board,Los Angeles,CA,Renaissance Arts Academy cultivates a learning environment focused on equity and success for all students. Their model integrates arts into all aspects of their acadeic programming. ,412,412,The Center for Learner Equity
Nominator_2020-11_The Center for Learner Equity_Audeo Charter School II,Nominator_2020-11,Audeo Charter School II,Audeo Charter District,San Diego,CA,"Independent study, acacdemic intervention program with custom-built learning plans for all students. Their model engages parent in all aspects of their child's learning. ",413,413,The Center for Learner Equity
Nominator_2020-11_Camelback Ventures_Crete Academy,Nominator_2020-11,Crete Academy,Crete is a single site charter school ,Los Angeles ,CA,"Crete�s Mission: Crete Academy will deliver an educational program to students TK-6th grade who are homeless and living in poverty, that will meet their physical, mental and emotional needs while developing strong character and critical thinking skills so that each child is prepared for college and beyond.   Crete�s Vision: One day, the cycle of poverty will end and children who once were homeless and living in poverty will be leaders of this world.  Too often this demographic is left behind. Having a school that is dedicated to the needs of this population is crucial to their overall success in life.  ",414,414,Camelback Ventures
Nominator_2020-11_Diverse Charter Schools Coalition_Yu Ming Charter School,Nominator_2020-11,Yu Ming Charter School,Oakland California,Oakland,CA,"Yu Ming is a diverse, joyful and caring community where students are inspired and engaged by learning experiences that are purposeful, rigorous, and personalized. They are a member of the Diverse Charter Schools Coalition and have hosted two fellows through the UnifiED School Launch Program Fellowship.",415,415,Diverse Charter Schools Coalition
Nominator_2022-11_NewSchools Venture Fund_Yu Ming Charter School,Nominator_2022-11,Yu Ming Charter School,Yu Ming Charter Schools,Oakland,CA,"Yu Ming's Mandarin Immersion model consists of 4 pillars; academic excellence, Mandarin Immersion leadership, whole child education, and a diverse, equitable and inclusive community. We aim to make a world class bilingual education accessible to our diverse community.",415,415,NewSchools Venture Fund
Nominator_2025-10_Transcend_Yu Ming Charter School,Nominator_2025-10,Yu Ming Charter School,Yu Ming ,Oakland,California,"Yu Ming provides full Mandarin immersion for every child. Yu Ming’s approach rests on four pillars: academic excellence, Mandarin immersion, whole-child education, and a deliberately diverse, inclusive community.
Yu Ming operates four campuses and consistently ranks among the top 1% of elementary and middle schools in California for Black and Latino students, English learners, students with disabilities, and economically disadvantaged students.",415,415,Transcend
Nominator_2020-11_Education Evolving_Chrysalis Charter School,Nominator_2020-11,Chrysalis Charter School,Shasta County Board of Education,Palo Cedro,CA,"Chrysalis offers a unique program that emphasizes direct interaction with the world rather than a textbook approach. It blends regular classroom instruction with options classes, service opportunities, and natural sciences field study. Options include art, music, video, jujitsu, and hiking. Parents, students and teachers work together to design the students' educational programs. There are two school wide family camping trips each year, numerous field trips and community service activities.",416,416,Education Evolving
Nominator_2025-10_Colorado League of Charter Schools_Grant Beacon Middle School,Nominator_2025-10,Grant Beacon Middle School,Denver Public Schools ,Denver ,Colorado,"The school is tapping into students’ passions and showing what opportunities are possible through its extended enrichment program for all students such a pilot program, while also making sure our most marginalized students have what they need to grow academically and engage with the community in the most authentic ways.",417,417,Anonymous
Nominator_2020-11_Empower Schools_Grant Beacon Middle School,Nominator_2020-11,Grant Beacon Middle School,Denver Public Schools,Denver,CO,"Grant Beacon has a focus on personalized learning, the model and school culture can be felt when walking through the halls, and they are getting great results for kids. ",417,417,Anonymous
Nominator_2025-10_Colorado League of Charter Schools_Kepner Beacon Middle School,Nominator_2025-10,Kepner Beacon Middle School,Denver Public Schools ,Denver ,Colorado,"The school is tapping into students’ passions and showing what opportunities are possible through its extended enrichment program for all students such a pilot program, while also making sure our most marginalized students have what they need to grow academically and engage with the community in the most authentic ways.",418,418,Anonymous
Nominator_2020-11_Empower Schools_Kepner Beacon Middle School,Nominator_2020-11,Kepner Beacon Middle School,Denver Public Schools,Denver,CO,"Kepner Beacon Middle School has a personalized learning model with four key components  and is getting great results for students.  Blended Learning � Differentiating competency-based lessons with one to one and in-house built online lessons where students can move at their own pace. Character Development � By measuring the five character traits students are given feedback on their overall mental and moral development. Extended Day Opportunities � Each quarter, they work with community partners to provide enrichment opportunities that build on student curiosity. Critical Thinking - Through data-driven inquiry and competency based learning, students develop their ability to evaluate evidence and solve problems.",418,418,Anonymous
Nominator_2020-11_Empower Schools_Escuela Valdez,Nominator_2020-11,Escuela Valdez,Denver Public Schools,Denver,CO,"Escuela Valdez is a dual language immersion school with a focus on culturally relevant individualized education. Students become bilingual and biliterate in both English and Spanish. Escuela Valdez has strong family engagement, is preparing students to thrive in a multicultural environment, and is getting great results for kids. ",419,419,Anonymous
Nominator_2020-11_The Learning Accelerator_McGlone Academy,Nominator_2020-11,McGlone Academy,Denver Public Schools,Denver,CO,The school is extremey intentional about culture development. They intentionally built time for SEL during COVID-19 by having morning meetings. This was often the space where conversations around race and equity were held.,420,420,The Learning Accelerator
Nominator_2020-11_Barr Foundation_Great Oaks Bridgeport,Nominator_2020-11,Great Oaks Bridgeport,Great Oaks Charter Schools,Bridgeport,CT,"The school is in the process of a high school redesign, and has been able to advance its plans to enhance curriculum, distribute leadership, and enhance instructional excellence during this time. Great Oaks-Bridgeport has developed and implemented distance learning strategies across all grades that will inform the incorporation of blended learning into the new model, and accelerate the development of additional out-of-school learning opportunities.  More than any school I partner with, this school was the best prepared for the switch to remote in the spring, not because they were doing a lot of online learning, but because they saw what was coming and starting preparing teachers in advance of closures. ",421,421,Anonymous
Nominator_2025-10_Diverse Charter Schools Coalition_Inspired Teaching Demonstration Public Charter School,Nominator_2025-10,Inspired Teaching Demonstration Public Charter School,NA,"Washington, DC",District of Columbia,"At the Inspired Teaching Demonstration Public Charter School, a professional learning community of master teachers and teacher residents ensures that a diverse group of students achieve their potential as accomplished learners, thoughtful citizens, and imaginative and inquisitive problem solvers through a demanding, inquiry-based curriculum. 

The standards-based curriculum and student goals are centered on the 4 I’s: 
Intellect
Inquiry
Imagination
Integrity

Inspired Teaching is an active member of Diverse Charter Schools Coalition.",422,422,Diverse Charter Schools Coalition
Nominator_2020-11_WestEd_Inspired Teaching Demonstration Public Charter School,Nominator_2020-11,Inspired Teaching Demonstration Public Charter School,Inspired Teaching Demonstration Public Charter School,"Washington, D.C.",DC,"ITDS is a top-tier public charter school in the nation's capital that is in its 10th year. The school is based on a model that prioritizes student inquiry and a deep respect for the student experience. The Inspired model is based on Intellect, Inquiry, Imagination and Integrity (the ""4 Is""). Instruction is primarily through inquiry-based methods and active learning approaches, where the teacher serves as facilitator and coach to support student learning. Instruction includes an emphasis on social-emotional learning, and classrooms are student-centered with students working in small collaborative groups, individually, and through child-initiated play. This model, which was developed with concepts from improv, is a K-8 school that truly has a sense of student ownership and responsiveness. The twice yearly learning showcase hosted by the school gives students a chance to walk parents and community members through their own independent projects developed throughout the year.  ITDS has its own teacher residency program and as such serves as an embedded professional learning community that utilizes master teachers to mentor new teachers in Inspired teaching. Not only are residents some of the strongest teachers for years at ITDS but residents are also able to bring their unique training in inquiry-based education to other public schools in DC and beyond.",422,422,Anonymous
Nominator_2020-11_Transcend_Ballou Senior High School,Nominator_2020-11,Ballou Senior High School,DCPS,Washington,DC,"Ballou HS took 18 months to reimagine what school could look like, sound like, and feel like for the students, staff, families, and community members. Spending significant amount of time engaging with over 1000 stakeholders, their school redesign team heard the need for an increase in real-world learning opportunities that reflect student interests, a need for additional support preparing students for life after high school, as well as a need to increase support for student’s social-emotional well-being. To provide these opportunities, Ballou became a school focused on healing-centered practices, increased their career pathway options for students, and is the first high school in Washington, D.C. to provide case methodology as their instructional approach in SY20-21.",423,423,Anonymous
Nominator_2020-11_Transcend_Anacostia High School,Nominator_2020-11,Anacostia High School,DCPS,Washington,DC,"Anacostia High School took over 18 months to reimagine what school could look like, sound like, and feel like for the students, staff, families, and community members. Spending significant amount of time engaging with over 700 stakeholders, their school redesign team heard the need to provide hands-on, engaging learning opportunities, provide a focus on social justice to become change agents within their community, and increased opportunities for internships and on the job training. To respond to those needs, Anacostia transitioned their curriculum to project-based learning, shifted their pathway options to focus on environmental and social justice connected to their immediate community, and developed a mentoring program for their students called Dream Team.",424,424,Anonymous
Nominator_2020-11_EmpowerK12_Promise Academy,Nominator_2020-11,Promise Academy,KIPP DC,Washington,DC,"KIPP DC Promise Academy has certainly received its share of well-deserved accolades from us as a four-time Bold Performance school, as a National Blue Ribbon school, and one of three schools rated 5-stars (top rating) east of the Anacostia river among DC's poorest neighborhoods. However, I think they definitely should be included on Canopy's list, especially for those individuals looking for strategies to support math growth for low-income Black students in lower elementary grades. Promise's students posted 2019 math achievement rates higher than schools in DC's predominantly white and affluent Ward 3. The team's approach to morning-afternoon split math instruction is fairly novel. Educators teach a lesson in the morning and utilize data from exit tickets to design the afternoon's math activities. The school's extended day and year structure affords the time needed to turn data into action that ultimately closes historic racial and socioeconomic achievement gaps.",425,425,EmpowerK12
Nominator_2020-11_EmpowerK12_Center City Congress Heights,Nominator_2020-11,Center City Congress Heights,Center City,Washington,DC,"Center City Congress Heights is a PK-8 school located in DC's poorest and most violent neighborhood, Congress Heights. Yet, Congress Heights' student growth and achievement have earned it the only 5-star school rating by the state in Ward 8, DC's poorest ward. More than half of the 2019 graduating 8th grade class was accepted into one of DC's four application high schools. Principal White and her team go above and beyond when it comes to ensuring the safety of their students and building of relationships with families and the community. Niya's team also reviews data on a weekly basis as part of an intentional continuous improvement process. The leadership team ensure the data samples that teachers bring are valid and reliable, leading to deep conversations about what's working and what's not. Educators know it is okay to fail because of the safe continuous improvement environment and mindset instilled by the leadership team. Failure is quickly identified and new change ideas are derived collaboratively. ",426,426,EmpowerK12
Nominator_2020-11_Fielding International_Eden Park Elementary School,Nominator_2020-11,Eden Park Elementary School,Cranston Public Schools ,Cranston,RI,"Cranston Public Schools (CPS) is an average-sized American public school district of twenty-two schools that serve an economically and ethnically diverse population.  Cranston is the third-largest city in Rhode Island, and typical of most American cities, most of its schools were built in the 1950s and �60s. Despite the advanced age of many schools in the District, CPS leadership proclaimed that ""we must go beyond warm, safe and dry."" We had just completed a comprehensive school facility plan, reinventing and reimagining Cranston�s schools for the new twenty years and beyond. When approached by CPS District leadership to identify a potential �Pathfinder� or demonstration project, the Eden Park School presented a golden opportunity.   The School has a very progressive Principal and a teaching staff that was ready to reimagine and redefine their roles as teachers by letting go of the assumptions of what used to be school. They have fully embraced project-based learning and the five stages of finding a solution, real-time collaboration, and a flexible schedule to match their learning environments� flexibility.   Eden Park Learning Community is an ensemble of student-centered collaborative spaces. Moving away from the one teacher, one room, and sole care of one group of students, it is an environment that supports learner-agency, transparent technology, and fosters a wide variety of teaching and learning situations. These situations range from small group and independent study to whole group instruction or one-on-one with a teacher. The spaces also emphasize the importance of teacher collaboration by deprivatizing the planning process and include workspaces that allow teachers to work both independently and collaboratively.  The adoption of the Learning Community model at Eden Park has brought more flexibility and variety in day-to-day learning activities.  The old corridor was absorbed into the Learning Commons, leading to an agile space that supports multiple ways of learning, and multiple groups of learners.  This type of shared commons created a diffuse distribution of students and collaborative work areas.  Transparency between Learning Studios and the Commons facilitates interdisciplinary PBL learning for kids, adults, and folks who push-into these spaces for special services. The teachers have embraced industry experts and community partnerships in every way. Industry partners now plan with teachers, launch projects, and are utilized for feedback throughout each stage in the problem-solving process.   Teacher professional development through FI is embedded into the fabric of their work. Cranston is involved in ongoing professional development, which includes a three-year teacher coaching program. Teachers develop mastery in a collaborative, interdisciplinary, project-based curriculum. Each year, the program becomes more student-centered, with learners identifying and defining problems and projects themselves by year three.   The results are in: at the 3rd-5th Grade Learning Community at the Eden Park School, the first completed, the level of engagement, personalization and physical comfort has reduced absences, seen a huge drop in disciplinary issues, and all but eliminated the need for specialized isolation and decompression rooms for students with special needs--instead, they are thriving within a suite of spaces shared by everyone in their learning community. The result is more learning, more joy, and less space required. ",427,427,Fielding International
Nominator_2020-11_A+ Schools_City Charter High School,Nominator_2020-11,City Charter High School,City Charter High School,Pittsburgh,PA,"City High has been a model of innovation in public education for over a decade in Pittsburgh. It's graduation rate in 2019 was 96%. It's 6 year college or trade school completion rate according to the school in 2019 was 59%. And its chronic absence rate was only 2% compared to an average of 46% chronic absence in Pittsburgh Public Schools in 2019-2020.   The school focuses on a few things well, and graduates scholars at a high rate. Key to its model are: 1. 4 year looping - all students stay with the same cohort of teachers all four years so that strong relationships are built 2. Real world skills training - the school prepares all students by providing each with a laptop of their own, certifications in all Microsoft Office applications, and financial literacy training in each year 3. Internships - all students participate in internships in a career area of curiosity and the school has built an impressive set of relationships with community partners, and 4. Investments in supports - the school does not maintain a library or have sports teams, instead it leverages the assets of the City's resources for students to access extracurricular activities with nonprofits and research at local libraries and colleges. This trade off allows the school to invest more deeply in counseling and supports for students.  You can read more about City High here: https://www.ourschoolspittsburgh.org/rising-up-city-high",428,428,A+ Schools
Nominator_2024-10_Center on Reinventing Public Education_City Charter High School,Nominator_2024-10,City Charter High School,,Pittsburgh,Pennsylvania,"This school creates a learning environment that is engaging, effective, and empowering for all students.",428,428,Center on Reinventing Public Education
Nominator_2021-12_Center on Reinventing Public Education_City Charter High School,Nominator_2021-12,City Charter High School,City Charter High School District,Pittsburgh,PA,The school is designed to prioritize strong student-adult relationships and interdisciplinary collaboration. Grade-level teacher teams loop with students through all four years of high school.,428,428,Center on Reinventing Public Education
Nominator_2020-11_A Revolution in Education_The Workshop School,Nominator_2020-11,The Workshop School,The School District of Philadephia,Philadelphia,PA,"The mission of The Workshop School is to unleash the creative and intellectual potential of young people to solve the world�s toughest problems. It is a project-based school that puts real-world problems at the center of the curriculum. There are no academic admission requirements. Students at The Workshop School are eager to explore interests and passions, willing to collaborate, and able to persist through challenges and setbacks.",429,429,A Revolution in Education
Nominator_2023-11_A Revolution in Education_The Workshop School,Nominator_2023-11,The Workshop School,N/A,Philadelphia,PA,"The school's mission is to unleash the creative and intellectual potential of young people to solve the world's toughest problems. It accomplishes this by putting real-world problems at the center of the curriculum and evaluating students' work based on the progress they make in defining, exploring, and ultimately developing solutions to those problems. The school emphasizes project-based learning, internships, strong community partnerships, and dual enrollment programs. It also focuses on community first, supporting students in and outside of school, and going deep on restorative practices.",429,429,A Revolution in Education
Nominator_2020-11_A Revolution in Education_Building 21 Philadelphia,Nominator_2020-11,Building 21 Philadelphia,School District of Philadelphia,Philadelphia,PA,"They are ultra-focused on the well-being and agency of their youth, many of which are growing up in very challenging circumstances.  Focused on: - relationships - restorative practices - personalized learning pathways - project-based learning, and - growth mindset In the context of problem-based learning and real-world experiences wrapped around a competency-based learning and assessment system.",430,430,A Revolution in Education
Nominator_2023-11_Aurora Institute_Building 21 Philadelphia,Nominator_2023-11,Building 21 Philadelphia,a Lab School with the Building 21 Network as well as a non-criteria high school with the School District of Philadelphia,Philadelphia,PA,"Building 21 Philadelphia's studio model allows students to be the designers of their own pathway with support from teachers. Credits are earned by creating portfolios of evidence rather than by completing courses. Their competency-based learning approach isn't limited to students; it extends to teachers and school administrators, serving as a framework for self-assessment, goal-setting, coaching, and feedback tools. Emphasizing depth of content over breadth, Building 21 offers an innovative learning experience. Students aren't confined to traditional classrooms; they actively engage in learning experiences beyond school walls.",430,430,Aurora Institute
Nominator_2024-10_Transcend_Building 21 Philadelphia,Nominator_2024-10,Building 21 Philadelphia,,Philadelphia,PA,"Building 21 implements an innovative competency-based education model, which replaces traditional time-based, age-based, and course-based structures with those that focus on readiness, growth, and demonstrations of learning through authentic performance-based assessments.",430,430,Anonymous
Nominator_2020-11_A Revolution in Education_The U School,Nominator_2020-11,The U School,School District of Philadelphia,Philadelphia,PA,"Students are engaged in real-world, community-based activities which support their learning in context driven by their interests.  Through this methodology they become empowered to consider what THEY want to do in the world and how they can do that.",431,431,A Revolution in Education
Nominator_2020-11_Oklahoma Department of Education_Charles Page High School,Nominator_2020-11,Charles Page High School,Sand Springs,Sand Springs,OK,Charles Page High School uses a blended model to allow students the flexibility to choose career pathways and gain firsthand experience within the community. Their model allows for students to maximize their time within the high school setting and creates student choice to engage learning at the highest level.  ,432,432,Anonymous
Nominator_2020-11_Education Evolving_The Urban Assembly School for Green Careers,Nominator_2020-11,The Urban Assembly School for Green Careers,New York Department of Education,New York,NY,"The Urban Assembly School for Green Careers recognizes that overcoming our planet�s environmental challenges is the biggest task facing the world today. We understand that as our economy becomes more green, many of the future�s most promising careers will focus on solving the challenges of environmental injustice, and in ensuring equitable access to quality living and resources for all citizens. Our students will only be able to activate this mission if they are equipped with collaborative problem-solving and reasoning skills, empathy and awareness of how to interrupt injustice, and the knowledge of green industries and environmental issues. Therefore, we are committed to being a learning community dedicated to personal and community empowerment, college and career-readiness, and equity and access to and for our students, families and staff.",433,433,Education Evolving
Nominator_2025-10_Education Evolving_The Urban Assembly School for Green Careers,Nominator_2025-10,The Urban Assembly School for Green Careers,,New York City,New York,"The Urban Assembly School for Green Careers recognizes that overcoming our planet's environmental challenges is the biggest task facing the world today. We understand that as our economy becomes more green, many of the future's most promising careers will focus on solving the challenges of environmental injustice, and in ensuring equitable access to quality living and resources for all citizens. Our students will only be able to activate this mission if they are equipped with collaborative problem-solving and reasoning skills, empathy and awareness of how to interrupt injustice, and the knowledge of green industries and environmental issues. Therefore, we are committed to being a learning community dedicated to personal and community empowerment, college and career-readiness, and equity and access to and for our students, families and staff.",433,433,Anonymous
Nominator_2023-11_Transcend_The Urban Assembly School for Green Careers,Nominator_2023-11,The Urban Assembly School for Green Careers,New York City Public Schools,New York,NY,"Students at UA School for Green Careers act, write, and build to confront the challenges to human rights created by climate change. Through Cooperative Group Work, all students engage in peer-to-peer dialogue that supports critical thinking skills. Through 1:1 Conferences with Teachers, students receive personalized attention, feedback, and develop independent problem-solving skills through conferences facilitated by their teachers. And, through Peer-to-Peer Supports, students develop critical thinking and reason-giving skills.",433,433,Anonymous
Nominator_2025-10_Transcend_The Urban Assembly School for Green Careers,Nominator_2025-10,The Urban Assembly School for Green Careers,,New York City,New York,"Students at UA School for Green Careers act, write, and build to confront the challenges to human rights created by climate change. Through Cooperative Group Work, all students engage in peer-to-peer dialogue that supports critical thinking skills. Through 1:1 Conferences with Teachers, students receive personalized attention, feedback, and develop independent problem-solving skills through conferences facilitated by their teachers. And, through Peer-to-Peer Supports, students develop critical thinking and reason-giving skills.",433,433,Anonymous
"Nominator_2020-11_NewSchools Venture Fund_""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Nominator_2020-11,"""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Urban Assembly Charter School for Computer Science (Comp Sci High),"Bronx, NY",NY,"Comp Sci High combines the best of elements of so many different models.  It has elements of CTE and Computer Science, with a plan to provide almost every graduate with real industry certifications.  It has elements of work-based-learning, with a robust commitment to internships, personal finance, and wealth-building.  And, Comp Sci High's design incorporates weekly circles, intensive advisory communities, and in doing so, prioritizes SEL.  Most exciting of all, Comp Sci High sees these elements as deeply connected to a college preparatory academic model.",434,434,NewSchools Venture Fund
"Nominator_2022-11_NewSchools Venture Fund_""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Nominator_2022-11,"""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",N/A (single site charter),New York,NY,"We are a work-based learning, computer-science high school, rooted in the Bronx Community.",434,434,NewSchools Venture Fund
"Nominator_2025-10_NewSchools Venture Fund_""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Nominator_2025-10,"""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Comp Sci High,Bronx,New York,"Comp Sci High is a 9-12 charter high school in the Bronx that is guided by one central question: What would it take to achieve lasting economic freedom for every single student who walks through our doors? Comp Sci High hold themselves accountable to that mission by equipping every graduate with the skills, sense of purpose, and network of support required to secure a fulfilling career and earn at least the national median income by age 25 (projected at $97,000 for the founding class of 2029). To make this possible, Comp Sci High goes beyond traditional academics. Students engage in: work-based learning education, real-world work experience, and sustained relationships and support",434,434,NewSchools Venture Fund
"Nominator_2024-10_Transcend_""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Nominator_2024-10,"""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Urban Assembly Charter School for Computer Science,New York,NY,"This school is a high-performing charter high school in the Bronx, NY, that features Computer Science education for all of their students as well as a complete work-based learning program. ",434,434,Transcend
"Nominator_2023-11_Transcend_""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",Nominator_2023-11,"""Urban Assembly Charter School for Computer Science (d/b/a """"Comp Sci High"""")""",,Bronx,NY,"Comp Sci High empowers Bronx students with the academic and tech skills they need to access college, jobs, social empowerment, and limitless opportunities that lie just a mile from their doorstep.",434,434,Anonymous
Nominator_2020-11_Robin Hood Learning + Technology Fund_Pelham Gardens Middle School,Nominator_2020-11,Pelham Gardens Middle School,11,"Bronx, NY",NY,"Showing promising progress in piloting ""blended literacy"". ",435,435,Anonymous
Nominator_2020-11_Robin Hood Learning + Technology Fund_PS 76 The Bennington School,Nominator_2020-11,PS 76 The Bennington School,11,"Bronx, NY",NY,They have should great progress and commitment to blended literacy. ,436,436,Anonymous
Nominator_2020-11_The Center for Learner Equity_Community Roots Charter School,Nominator_2020-11,Community Roots Charter School,Community Roots Charter School,Brooklyn ,NY,"Community Roots puts emphasis on creating an inclusive learning community where both academic and social aspects of students' learning experience are fully accessible, while maintaining a standard of academic excellence for all students. ",437,437,The Center for Learner Equity
Nominator_2024-10_Transcend_Community Roots Charter School,Nominator_2024-10,Community Roots Charter School,-,Brooklyn,NY,"Community Roots is a diverse by design school that strives to enroll students whose demographics mirror that of the surrounding neighborhood. Learning is hands-on and often takes place outside of the walls of the school and in the community, which supports interdisciplinary learning.  There are many, many programs which enable connection: between families and the school, between older and younger students, teachers and staff, and more, making the community very tight-knit. Restorative practices ensure it remains that way.",437,437,Anonymous
Nominator_2023-11_Transcend_Community Roots Charter School,Nominator_2023-11,Community Roots Charter School,-,Brooklyn,NY,"Community Roots is a deliberately diverse school community that takes an explicitly anti-bias approach to curriculum, instruction, and assessment; school culture; and staff training. This approach prioritizes identity, diversity, justice, social action, and inclusion.",437,437,Anonymous
Nominator_2021-12_Transcend_Community Roots Charter School,Nominator_2021-12,Community Roots Charter School,N/A,Brooklyn,NY,"The Anti-Bias Education model targets biased attitudes before they give way to acts of bias and discrimination, through curriculum, classroom practices, and deep community building with all stakeholders. The goal is to identify and dismantle the thinking and ideology that contributes to harmful acts of oppression. The work is holistic and is integrated throughout the curriculum and environment. ",437,437,Transcend
Nominator_2022-11_Transcend_Community Roots Charter School,Nominator_2022-11,Community Roots Charter School,Community Roots,Brooklyn,NY,"Community Roots Charter School creates a learning environment that is diverse and inclusive. They employ an anti-bias education model that prioritizes issues of identity, discrimination, and social justice in our curriculum and our professional development. By prioritizing issues of identity, discrimination and social justice, the school strives to be a brave-space for differences of all kinds, where all staff, students, and families feel supported, empowered and fully engaged.",437,437,Transcend
Nominator_2020-11_Achievement Network_PS 206 Jose Celso Barbosa,Nominator_2020-11,PS 206 Jose Celso Barbosa,New York City Department of Educator,East Harlem,NY,"PS/MS 206 is deeply immersed in the process for working toward educational equity. They are utilizing an integrated approach to academic and social-emotional learning, which they have not only continued in the face of the ongoing COVID-19 pandemic, but they have also expanded their focus on SEL. They are working hard to unlearn old practices of systemic racism through mandatory professional learning for staff and the integration of equity-based discussion questions in all student-focused conversations, which allow them to work toward becoming anti racist. They are also invested in building teacher-leaders to sustain and expand the work of both anti-racism/educational equity as well as SEL, which is particularly exciting.",438,438,Achievement Network
Nominator_2020-11_Arkansas Team Digital_Jasper High School,Nominator_2020-11,Jasper High School,Jasper School District,Jasper,AR,"Jasper High School is doing an excellent job of implementing a flex model of blended learning to meet students' needs. They give students voice and choice in their learning through instructional opportunities, both online and in-person. Their campus has provided students flexibility in their learning and has designated two days a week as flex days that allow for more targeted instruction. The alternating between face-to-face and online learning provides educators with more opportunities to meet the small group or individually for students in need. Each student is also provided a mentor who helps them determine pathways to reach their individual learning goals. This flexible model has been instrumental in the educational growth of their school.  ",439,439,Arkansas Team Digital
Nominator_2020-11_Diverse Charter Schools Coalition_The Museum School of Avondale Estates,Nominator_2020-11,The Museum School of Avondale Estates,The Museum School of Avondale Estates,De Kalb County,GA,"The mission of The Museum School of Avondale Estates is to inspire students, teachers and the community to collaborate to develop strong critical thinking, interpersonal and academic skills in our students, which will prepare them for real-world success. The Museum School recently became members of the Diverse Charter Schools Coalition, expressing a desire to make their school more diverse, equitable, and inclusive. They have doubled their efforts in DEI work by, for example, launching a board of directors diversity committee and updating their strategic plan to include new initiatives such as the ones described here: https://themuseumschool.org/school-spotlight-diversity-inclusiveness-equity/",440,440,Diverse Charter Schools Coalition
Nominator_2020-11_Branching Minds_Clearmont Elementary,Nominator_2020-11,Clearmont Elementary,Community Consolidated School District 59,Elk Grove Village,IL,Clearmont Elementary School deserves recognition for their innovative efforts related to building community at their school. Not only did they have the highest ratings in their district on student perception ratings in the area of sense of belonging (80% of students feel that they are valued members of their school community) but they also showed positive growth in those ratings from 2018-2019 despite starting with such high ratings.  The Clearmont Staff put a great effort into building a welcoming community by ensuring each student could identify a staff member they feel connected to.  ,441,441,Branching Minds
Nominator_2020-11_Indiana Department of Education_Noblesville High School,Nominator_2020-11,Noblesville High School,Noblesville Schools ,Noblesville,IN,"As an early adopter of elearning in Indiana, Noblesville HS has innovated and adjusted to remote and hybrid learning environments in a way that has provided choice and relevance in trying times.  The existing offerings allow for students to achieve dual credits and take part in opportunities that set students up for success beyond their days in the HS building.  They deviate from the previously mandated traditional structure while maintaining traditional options for students and families that work best within that format.  ",442,442,Anonymous
Nominator_2022-11_NewSchools Venture Fund_Rooted School Indianapolis,Nominator_2022-11,Rooted School Indianapolis,Rooted School,Indianapolis,IN,"Our mission is to provide students personal pathways to financial freedom by increasing the number of students who graduate from high school, college or technical school ready to compete in the high growth, high wage industries starting with tech. ",443,443,NewSchools Venture Fund
